"Name","PITCHER_THROWS","pitch_type","velo","brk_x","brk_z","spin_rate","extension"
"Lonnie Ritter","R","FB",93.059,-9.247,8.434,2178.166,5.4044
"Jake Taylor","R","FB",92.291,8.171,9.101,2145.513,7.0228
"Lou Collins","L","CH",76.599,9.813,0.972,2311.755,5.2775
"Lonnie Ritter","R","BRK",85.828,2.102,-1.146,2409.179,5.5465
"Hank Murphy","R","BRK",83.143,-0.842,2.63,2618.069,5.6661
"Rudy Bonilla","R","FB",89.669,5.823,9.31,2127.759,6.0516
"Billy Chapel","L","FB",71.545,9.211,7.361,2487.113,4.9067
"Roger Bomman","R","FB",93.944,9.579,8.43,2533.232,6.3167
"Gus Sinski","L","FB",87.342,-5.962,6.407,1987.193,5.7877
"Roger Bomman","R","FB",92.027,-7.57,9.474,2523.854,6.4641
"Rigo Sanchez","L","BRK",85.643,0.655,12.176,1965.505,5.6865
"Mel Clark","R","FB",97.734,-10.87,5.486,2368.875,6.3282
"Jake Taylor","R","FB",91.993,7.379,7.242,2142.198,7.2845
"Lou Collins","L","FB",89.322,5.277,11.08,2158.178,5.7293
"Larry Fisher","R","FB",90.203,3.505,12.597,2335.558,6.6662
"Jack Bradfield","R","BRK",87.917,2.247,-0.134,2142.275,5.656
"Pedro Cerrano","R","FB",88.41,-5.414,8.179,2323.442,6.376
"Mickey Scales","R","FB",92.718,3.575,13.491,2367.492,6.4435
"Pedro Cerrano","R","BRK",77.704,-0.815,1.556,2101.879,5.8048
"Hank Murphy","R","BRK",87.807,-1.916,-0.387,2888.399,5.5851
"Mickey Scales","R","CH",81.792,7.428,2.899,1746.491,6.4025
"Jack Bradfield","R","FB",94.45,1.008,9.09,2171.34,6.2925
"Davis Birch","R","FB",88.243,0.607,7.927,2786.39,5.1777
"Ben Williams","L","FB",94.582,4.094,9.893,2352.163,5.9875
"Jake Taylor","R","BRK",86.344,-1.77,1.001,2368.736,6.8374
"Roger Dorn","L","FB",91.338,-10.75,9.451,2359.505,6.6626
"Jim Bowers","L","FB",95.586,-2.013,11.33,2544.027,7.2585
"George Knox","L","FB",94.183,-5.593,5.597,2589.084,6.61
"Lou Brown","L","FB",89.059,11.067,6.828,2177.298,6.0437
"Jim Bowers","L","FB",94.036,2.481,15.039,2378.651,6.869
"Ed Dweeb","R","BRK",80.217,7.214,-2.27,2309.47,5.5184
"Lonnie Ritter","R","FB",93.762,-6.334,6.457,2191.889,5.6196
"Jake Taylor","R","CH",85.642,11.587,1.934,2086.408,7.215
"Ben Williams","L","BRK",80.717,6.894,-2.955,2668.089,4.8996
"Mickey Hart","R","CH",80.548,6.476,12.567,1675.797,6.0958
"Mel Clark","R","BRK",81.028,2.265,1.768,2293.363,5.4898
"Jack Bradfield","R","FB",95.458,-7.568,8.013,2133.569,6.1618
"Roger Dorn","L","FB",88.863,9.986,7.399,2334.338,6.3113
"Lou Brown","L","FB",92.07,8.876,4.559,2240.824,6.0479
"Lou Brown","L","FB",88.323,8.709,6.803,2096.068,5.9153
"Lonnie Ritter","R","BRK",85.532,0.051,-0.055,2469.697,5.3834
"Mickey Scales","R","FB",94.598,4.275,11.881,2426.783,6.5646
"Jake Taylor","R","BRK",86.218,1.966,3.136,2279.463,6.6389
"Davis Birch","R","FB",86.682,0.293,5.22,2778.793,5.1067
"Pedro Cerrano","R","BRK",73.589,3.386,-2.135,2074.561,5.9
"Roger Dorn","L","FB",90.264,-7.694,10.063,2252.937,6.4072
"Davis Birch","R","FB",85.023,-1.149,7.258,2475.395,5.5135
"Ben Williams","L","CH",84.995,6.782,4.133,1756.021,5.9616
"Roger Dorn","L","FB",88.516,-11.792,8.638,2399.632,6.2141
"Hank Murphy","R","BRK",86.62,0.391,-2.083,2304.849,6.7823
"Roger Dorn","L","FB",90.352,-11.952,10.937,2252.477,6.0059
"Jimmy Dougan","R","FB",88.154,9.092,3.791,2072.721,6.2472
"Rudy Bonilla","R","FB",91.361,-7.392,5.687,2045.38,6.4374
"Lou Brown","L","FB",89.007,-8.201,6.778,2038.118,5.9037
"Jim Bowers","L","FB",93.329,-1.798,14.128,2436.903,7.1227
"Billy Chapel","L","FB",89.718,-7.244,6.674,2324.842,5.5085
"Ken Strout","R","FB",91.185,-1.385,8.805,2465.814,6.2305
"Billy Chapel","L","FB",88.681,7.814,10.066,2173.266,5.3994
"Lonnie Ritter","R","FB",93.784,-9.788,6.898,2070.581,5.8085
"Hank Murphy","R","CH",84.021,10.26,2.228,1936.715,6.0783
"Charlie Donovan","R","FB",90.036,9.101,17.198,1961.153,5.9752
"Bo Gentry","L","FB",90.912,-6.18,6.433,1626.523,5.6683
"Ben Williams","L","FB",95.314,-5.095,7.49,2350.588,6.5862
"Charlie Donovan","R","BRK",80.804,-2.498,-0.662,2306.072,5.6941
"Roger Dorn","L","FB",91.56,8.322,8.114,2410.064,6.2232
"Jake Taylor","R","FB",91.253,7.014,7.444,2121.38,6.9751
"Billy Chapel","L","BRK",77.409,-3.723,-2.931,2552.757,4.942
"Jack Bradfield","R","FB",98.878,16.435,8.285,2168.712,5.9726
"Jack Bradfield","R","FB",97.717,-7.751,10.459,2292.639,5.9605
"Ben Williams","L","FB",94.831,-4.1,8.452,2109.345,6.4673
"Jack Bradfield","R","BRK",86.724,-0.836,0.763,2009.143,5.5132
"Lonnie Ritter","R","BRK",85.102,0.628,-2.016,2221.139,5.2345
"Roger Bomman","R","FB",92.933,-7.111,6.169,2418.414,6.4238
"Davis Birch","R","BRK",77.992,7.14,-9.288,3137.222,5.526
"Ken Strout","R","FB",94.325,3.546,12.328,2523.351,6.0817
"Rigo Sanchez","L","BRK",75.266,1.355,-4.082,2588.29,5.2526
"Billy Heywood","L","FB",89.487,6.671,8.223,2161.275,6.1727
"Roger Bomman","R","FB",94.239,9.28,9.578,2548.108,6.412
"Ken Strout","R","FB",93.6,5.588,8.648,2658.963,6.1765
"Roger Bomman","R","FB",94.486,9.03,6.754,2486.755,5.8819
"Rudy Bonilla","R","FB",90.052,-6.9,10.552,2221.38,5.8606
"Mickey Scales","R","BRK",81.47,1.343,4.836,2388.752,6.088
"Roger Dorn","L","BRK",76.325,-4.775,-3.072,2884.854,5.1808
"George Knox","L","BRK",82.971,4.99,1.501,2422.886,6.6957
"Mel Clark","R","FB",93.508,-7.643,8.716,2612.454,6.3885
"Larry Fisher","R","BRK",84.571,2.935,2.22,2058.091,6.3014
"Billy Chapel","L","FB",87.599,8.335,6.59,2196.487,5.3655
"Pedro Cerrano","R","BRK",75.426,0.409,-1.33,2151.283,5.8677
"Lonnie Ritter","R","FB",93.134,-9.503,6.804,2110.54,5.6452
"Jimmy Dougan","R","FB",88.87,-11.281,5.974,2061.523,5.7346
"Larry Fisher","R","FB",91.596,3.158,8.663,2386.954,6.2835
"Charlie Donovan","R","BRK",73.42,-3.528,-0.919,2269.487,5.0805
"Ben Williams","L","FB",94.531,-3.778,10.61,2335.566,5.924
"Charlie Donovan","R","CH",86.292,3.638,6.499,1508.002,6.3766
"Ken Strout","R","FB",91.535,3.878,11.111,2526.748,6.3722
"Hank Murphy","R","BRK",88.244,4.995,1.703,2912.367,5.736
"Lonnie Ritter","R","BRK",84.677,-0.836,-0.721,2501.6,5.7962
"Mickey Scales","R","FB",91.646,-2.236,14.646,2296.82,6.5044
"Ben Williams","L","BRK",82.645,-3.448,1.947,2648.291,5.08
"Roger Bomman","R","FB",91.478,5.966,9.915,2339.554,6.4754
"Roger Dorn","L","CH",76.609,8.795,7.144,2183.05,5.855
"Billy Chapel","L","BRK",81.682,-0.455,0.319,2803.622,5.5827
"Rigo Sanchez","L","BRK",88.155,-0.642,14.512,2155.904,6.0399
"Ben Williams","L","FB",92.71,-5.262,10.233,2379.604,6.1856
"Roger Dorn","L","FB",88.843,-8.039,10.6,2432.508,6.636
"Gus Sinski","L","FB",87.765,7.035,6.649,2062.343,5.7069
"Charlie Donovan","R","BRK",80.409,15.068,8.758,2325.714,5.1547
"Hank Murphy","R","CH",86.169,9.511,6.454,1934.567,6.1862
"Terrence Mann","R","BRK",78.763,-10.178,-0.365,2076.342,6.1348
"Rigo Sanchez","L","FB",90.743,0.336,12.123,2227.473,6.1348
"Ben Williams","L","BRK",79.613,-3.288,-5.505,1856.879,5.7878
"Charlie Donovan","R","FB",90.293,-6.362,8.133,2104.771,6.1795
"Ben Williams","L","FB",92.634,5.826,12.017,2288.086,5.8907
"Lonnie Ritter","R","BRK",81.967,-1.063,-0.447,2104.143,5.4207
"Lonnie Ritter","R","BRK",82.814,-0.018,-1.926,2393.136,5.0527
"Mel Clark","R","CH",83.818,-10.615,7.891,1667.313,6.6866
"Lou Collins","L","BRK",76.901,8.947,-6.692,2692.7,5.917
"Jim Bowers","L","FB",94.424,2.315,12.504,2447.179,7.3016
"Roger Bomman","R","FB",93.171,-12.028,7.203,2296.408,5.8914
"Ben Williams","L","BRK",82.057,4.814,3.012,2400.301,5.0998
"Roger Dorn","L","FB",89.818,-10.509,10.208,2342.189,5.9042
"Ben Williams","L","BRK",78.343,-0.445,-4.992,1748.338,5.6731
"Billy Chapel","L","BRK",76.649,-3.718,-0.843,2390.676,5.2313
"Charlie Donovan","R","BRK",79.008,-2.676,-3.301,2326.519,5.242
"Mickey Scales","R","BRK",84.295,3.998,1.803,2567.113,5.4625
"Lonnie Ritter","R","FB",93.833,-8.219,8.002,2158.465,5.7872
"Terrence Mann","R","FB",88.642,-7.166,5.128,2080.734,6.7388
"Lonnie Ritter","R","FB",91.68,11.103,3.954,2033.742,5.6181
"Gus Sinski","L","CH",79.884,7.44,5.616,2141.503,5.6623
"Jim Bowers","L","FB",94.49,-3.187,12.386,2479.704,7.1385
"Lou Collins","L","BRK",78.015,-2.311,-10.046,2756.715,5.6135
"Mel Clark","R","BRK",77.841,-0.958,-2.488,2113.409,5.6404
"Mickey Scales","R","FB",90.341,2.894,12.35,2220.239,6.2131
"Mel Clark","R","BRK",79.713,4.204,1.118,2284.655,5.8034
"Lou Brown","L","FB",89.035,10.462,6.745,2238.52,5.5801
"Gus Sinski","L","BRK",75.839,-4.641,-2.471,2190.238,5.3409
"Lou Brown","L","FB",88.351,10.391,4.242,2203.484,5.9015
"Mickey Scales","R","FB",92.27,1.966,13.312,2377.41,6.4349
"Larry Fisher","R","FB",90.837,4.399,7.768,2342.186,6.4179
"Jim Bowers","L","FB",92.889,-3.181,13.659,2508.926,7.0048
"Ben Williams","L","FB",91.788,-4.094,12.124,2156.933,6.2053
"Billy Chapel","L","FB",89.741,8.371,8.289,2206.95,5.3849
"Hank Murphy","R","FB",90.628,1.849,3.926,2523.639,7.1187
"Lou Collins","L","FB",90.429,6.819,10.756,2059.928,6.1433
"Jim Bowers","L","FB",93.718,-3.829,11.789,2439.992,7.0153
"Jack Bradfield","R","FB",96.217,9.209,7.005,2231.785,5.789
"Lou Brown","L","BRK",77.03,-4.236,0.097,1987.886,5.911
"Roger Dorn","L","CH",75.341,9.787,4.846,1923.558,6.5941
"Gus Sinski","L","BRK",81.451,-2.618,1.834,2460.297,6.0886
"Charlie Donovan","R","BRK",82.984,-1.1,0.69,2376.131,5.6049
"Jack Bradfield","R","CH",85.984,8.948,0.873,1926.228,5.3755
"Hank Murphy","R","BRK",87.019,-0.08,1.884,2647.185,6.5752
"Larry Fisher","R","CH",72.57,-7.87,2.788,1202.385,6.4986
"Roger Dorn","L","FB",90.509,10.271,9.309,2387.156,6.2096
"Pedro Cerrano","R","FB",87.985,-3.833,11.555,2266.644,6.1585
"Lonnie Ritter","R","FB",94.163,-9.583,4.888,1970.808,5.6487
"Hank Murphy","R","BRK",87.115,-0.005,2.56,2794.692,5.9214
"Billy Chapel","L","FB",88.66,17.061,17.544,2163.782,5.3381
"Ben Williams","L","FB",94.185,-5.464,8.567,2129.955,6.2296
"Jake Taylor","R","FB",95.119,-8.391,7.971,2081.821,6.7724
"Ken Strout","R","FB",94.051,3.315,9.762,2524.178,6.1058
"Mickey Scales","R","BRK",82.696,3.038,-1.653,2704.351,5.5005
"Rigo Sanchez","L","FB",91.407,0.12,12.801,2060.986,5.8879
"Rudy Bonilla","R","BRK",77.371,1.33,-1.359,1936.976,5.722
"Jack Bradfield","R","FB",96.742,4.829,9.958,2250.645,6.3411
"Ken Strout","R","FB",93.799,4.073,12.144,2415.316,6.0275
"Bo Gentry","L","BRK",82.384,-1.829,3.051,2054.141,5.8899
"Pedro Cerrano","R","FB",87.353,-5.911,9.39,2132.434,6.4541
"Charlie Donovan","R","BRK",81.728,0.61,-1.665,2315.881,5.7198
"Mel Clark","R","FB",95.587,-6.652,10.052,2570.49,6.3013
"Jake Taylor","R","CH",85.756,11.378,3.273,2063.55,7.1522
"Charlie Donovan","R","BRK",83.694,2.683,-2.091,2491.663,5.6032
"Terrence Mann","R","FB",90.074,8.781,7.458,2302.629,6.651
"Ben Williams","L","FB",93.768,6.907,7.699,2185.585,5.8559
"Hank Murphy","R","CH",87.047,10.271,3.948,2004.387,6.1162
"Davis Birch","R","BRK",78.602,-6.014,-9.595,3212.363,5.7829
"Terrence Mann","R","FB",90.411,7.444,5.243,2148.884,6.6392
"Davis Birch","R","BRK",78.929,-6.934,-9.138,3284.972,5.8345
"Ken Strout","R","CH",84.769,6.243,9.032,2095.489,6.4139
"Ken Strout","R","FB",92.715,-6.195,11.587,2457.305,6.0165
"Ben Williams","L","CH",81.341,9.732,5.598,1746.697,6.0393
"Terrence Mann","R","BRK",77.216,5.44,2.386,1872.371,5.8706
"Lou Collins","L","CH",78.715,8.607,1.639,2401.097,6.4167
"Jack Bradfield","R","FB",96.783,-8.961,14.15,2291.037,6.1294
"Gus Sinski","L","FB",86.692,6.343,6.541,1968.802,5.6183
"Larry Fisher","R","CH",84.643,3.368,8.496,1645.627,6.6367
"Mel Clark","R","CH",85.976,7.705,5.302,1525.492,6.4908
"Mickey Scales","R","FB",92.265,-2.972,9.031,2287.246,5.697
"Jack Bradfield","R","FB",97.196,6.711,12.772,2138.702,6.0569
"Mel Clark","R","FB",95.783,-7.065,7.493,2492.287,5.8119
"Bo Gentry","L","FB",88.675,8.028,6.942,1799.575,5.629
"Ken Strout","R","FB",94.92,-4.527,9.916,2468.914,6.1377
"Lonnie Ritter","R","BRK",90.97,2.352,5.56,2311.691,5.7696
"Lou Collins","L","FB",90.704,-5.174,11.146,2187.629,5.8682
"Jim Bowers","L","FB",93.616,-4.754,11.494,2408.525,7.0226
"Rudy Bonilla","R","BRK",75.677,5.68,-2.629,2101.754,5.9691
"Rigo Sanchez","L","BRK",76.097,-1.96,-7.134,2651.996,5.2414
"Mickey Hart","R","BRK",88.36,1.21,10.122,2137.862,6.3995
"George Knox","L","CH",88.267,6.588,3.237,2005.132,7.2579
"Lonnie Ritter","R","CH",81.55,4.492,8.93,1468.39,6.4356
"Ben Williams","L","FB",92.88,-5.244,9.03,2141.799,6.0504
"Charlie Donovan","R","FB",92.125,-3.484,6.294,2021.905,5.8513
"Lou Collins","L","FB",93.084,6.565,9.409,2238.739,6.0539
"Lonnie Ritter","R","FB",93.868,-6.638,6.181,2070.492,5.5245
"Ben Williams","L","CH",84.181,6.865,9.461,1929.682,5.7966
"Hank Murphy","R","FB",93.96,2.335,8.523,2466.272,6.1138
"Davis Birch","R","FB",87.257,0.227,6.01,2802.993,5.0578
"Jimmy Dougan","R","FB",88.939,9.277,4.454,1941.61,5.6725
"Billy Chapel","L","FB",89.005,7.388,6.707,2307.527,5.3846
"Ben Williams","L","FB",92.24,7.901,11.216,2305.728,5.8839
"Roger Bomman","R","BRK",77.291,5.294,-6.252,2316.037,5.3571
"Lou Collins","L","FB",91.037,3.256,11.929,2250.414,6.0554
"Billy Chapel","L","FB",89.72,11.025,9.097,2295.767,5.462
"Larry Fisher","R","CH",81.478,5.526,2.194,1409.234,6.2228
"Roger Dorn","L","CH",78.326,12.358,8.311,2084.247,6.3593
"Mel Clark","R","FB",94.857,10.82,7.077,2530.815,6.2004
"Ken Strout","R","FB",93.24,-3.136,8.329,2491.649,6.1649
"Ben Williams","L","CH",83.173,6.857,7.197,1542.848,5.9132
"Mickey Scales","R","FB",94.11,-4.868,11.451,2403.954,6.5524
"Roger Bomman","R","FB",91.241,6.121,10.072,2522.12,6.2674
"Larry Fisher","R","FB",91.792,3.39,14.108,2286.132,6.7178
"Ben Williams","L","CH",84.373,5.802,9.099,1574.462,5.9429
"Gus Sinski","L","BRK",79.852,-0.396,-3.456,2478.029,5.3991
"Larry Fisher","R","FB",90.906,2.409,10.356,2284.951,6.5286
"Ken Strout","R","FB",91.57,-3.602,12.023,2541.082,6.0838
"Terrence Mann","R","FB",90.581,6.389,5.146,2059.506,6.6351
"Larry Fisher","R","FB",91.366,3.681,10.455,2231.726,6.5971
"Charlie Donovan","R","FB",90.95,-5.877,3.529,2178.706,6.1663
"Jim Bowers","L","FB",94.698,-3.055,13.942,2362.441,7.0083
"Lonnie Ritter","R","BRK",84.778,1.594,-1.44,2383.804,4.8313
"Rigo Sanchez","L","BRK",77.919,4.566,-8.596,2791.677,5.2674
"Davis Birch","R","BRK",76.786,-5.192,-10.583,3049.213,5.4643
"Billy Chapel","L","FB",88.328,-10.089,7.211,2141.971,5.0161
"Charlie Donovan","R","FB",93.252,-5.987,8.81,2012.271,6.1189
"Lou Collins","L","CH",77.246,-9.457,1.003,2452.175,5.9492
"Roger Dorn","L","BRK",80.177,3.747,-4.487,2924.909,6.0617
"Roger Dorn","L","FB",87.74,9.71,5.441,2275.938,5.7891
"Roger Bomman","R","FB",92.079,6.656,6.617,2357.379,6.653
"Hank Murphy","R","CH",83.612,10.374,3.1,1804.615,6.7549
"Roger Bomman","R","FB",93.309,7.012,10.648,2642.56,6.3657
"George Knox","L","FB",93.262,-6.631,5.376,2632.501,6.1484
"Billy Chapel","L","BRK",80.07,2.997,-1.741,2714.19,5.2635
"Charlie Donovan","R","FB",89.57,-4.31,3.363,1733.328,5.9715
"Charlie Donovan","R","FB",90.028,6.308,5.275,1806.533,5.9665
"Rudy Bonilla","R","FB",90.789,6.912,6.292,2200.52,6.4717
"Lonnie Ritter","R","FB",93.308,9.118,7.66,2039.653,5.3092
"Lou Brown","L","BRK",78.504,-2.814,-0.717,NA,5.7141
"Terrence Mann","R","FB",88.359,-11.421,5.447,2146.505,6.9669
"Billy Chapel","L","FB",88.573,21.819,17.845,2161.039,5.3416
"Rudy Bonilla","R","FB",88.609,-5.187,8.743,2084.196,6.5652
"Terrence Mann","R","CH",84.487,3.757,7.575,1507.501,6.8959
"Roger Dorn","L","FB",86.39,11.937,10.681,2136.691,6.3305
"Rigo Sanchez","L","FB",89.877,-0.894,12.299,2044.082,6.2067
"Jim Bowers","L","FB",92.428,-2.605,11.977,2367.059,7.309
"Gus Sinski","L","FB",86.497,6.158,6.163,1916.627,5.9314
"Hank Murphy","R","BRK",88.849,0.238,2.921,2644.03,6.0971
"Lou Brown","L","FB",89.688,-12.49,6.192,2141.157,5.796
"Lou Brown","L","FB",92.338,8.472,9.137,2252.824,5.9325
"Billy Heywood","L","CH",79.098,-1.398,1.694,1094.936,5.601
"Lonnie Ritter","R","BRK",83.588,-1.875,-3.651,2325.767,5.09
"Terrence Mann","R","FB",91.595,-4.392,6.173,2277.797,6.7607
"Mel Clark","R","BRK",83.873,-3.93,5.249,2320.153,5.5364
"Roger Dorn","L","FB",90.246,-9.142,7.759,2354.547,6.6718
"Larry Fisher","R","FB",89.649,4.269,6.631,2240.844,6.5426
"Billy Chapel","L","BRK",78.227,3.351,-0.181,2375.15,5.1381
"Charlie Donovan","R","FB",87.928,5.855,9.416,1934.829,6.137
"Jake Taylor","R","FB",91.337,-6.93,7.186,2185.272,7.3277
"Roger Bomman","R","FB",91.698,9.363,7.941,2394.238,5.8432
"Rigo Sanchez","L","BRK",77.7,-2.628,-8.758,2702.986,5.443
"Mickey Scales","R","FB",93.894,-5.786,10.512,2444.87,6.2123
"Larry Fisher","R","CH",82.082,9.675,6.44,1357.182,6.3724
"Larry Fisher","R","FB",90.505,-3.196,11.708,2156.842,6.8073
"Charlie Donovan","R","BRK",81.924,17.968,11.145,2434.134,5.2066
"Charlie Donovan","R","FB",88.338,-6.157,6.324,2008.738,5.8698
"Rigo Sanchez","L","BRK",86.596,1.668,11.706,2064.329,5.7061
"Rudy Bonilla","R","FB",89.269,-7.701,5.534,2030.332,6.3406
"Charlie Donovan","R","FB",89.67,7.04,7.619,1988.729,5.904
"Jim Bowers","L","BRK",74.485,6.904,-7.778,2294.923,6.4368
"Jake Taylor","R","FB",90.965,5.405,7.583,2155.251,7.0286
"Charlie Donovan","R","BRK",84.58,-2.333,2.102,2235.42,5.4246
"Pedro Cerrano","R","BRK",76.347,1.382,-1.358,2236.075,5.6764
"Roger Dorn","L","FB",88.426,-8.896,10.369,2244.075,6.3087
"Roger Dorn","L","CH",81.339,10.878,7.282,2233.379,6.3272
"Terrence Mann","R","FB",87.756,-11.256,6.936,2102.935,6.9161
"Roger Dorn","L","FB",82.331,5.475,12.11,2190.065,6.2473
"Terrence Mann","R","FB",87.636,-8.8,4.51,2110.361,6.9351
"Hank Murphy","R","BRK",85.636,1.334,1.251,2668.523,6.563
"Jim Bowers","L","BRK",76.598,3.16,-9.328,2496.219,6.5283
"Mickey Scales","R","BRK",81.96,2.477,1.058,2454.235,5.7126
"Ben Williams","L","CH",83.196,7.884,7.644,1668.365,5.7592
"Davis Birch","R","FB",85.993,3.993,6.93,2704.584,5.1276
"Charlie Donovan","R","FB",89.788,-7.414,7.196,2286.868,6.0949
"Larry Fisher","R","FB",89.212,-0.088,6.766,2233.025,6.157
"Lou Collins","L","CH",75.25,10.654,0.235,2214.981,5.8125
"Charlie Donovan","R","BRK",83.817,-1.356,3.197,2151.153,5.7684
"Ken Strout","R","FB",92.573,4.068,9.847,2592.068,6.3431
"Roger Dorn","L","CH",79.008,8.982,7.124,2155.534,5.8984
"Jake Taylor","R","FB",91.562,10.411,8.944,2138.064,6.8674
"Bo Gentry","L","FB",89.006,10.084,3.321,1884.712,5.4567
"Roger Dorn","L","BRK",75.742,0.893,-5.296,2757.996,6.1931
"Ben Williams","L","BRK",79.109,-6.415,-3.949,2252.839,5.3761
"Lonnie Ritter","R","FB",91.804,-8.871,4.181,2152.696,5.5941
"Lonnie Ritter","R","FB",91.805,9.52,4.187,2046.465,5.5544
"Mel Clark","R","BRK",85.125,1.79,-0.466,2303.984,5.9537
"Jim Bowers","L","FB",92.534,1.546,10.532,2286.799,6.8793
"Jack Bradfield","R","FB",96.762,6.588,7.51,2250.994,5.9193
"Mel Clark","R","FB",94.896,10.245,9.061,2707.743,6.4263
"Pete Klein","R","FB",90.621,3.375,15.374,2161.946,6.5566
"Terrence Mann","R","BRK",79.158,8.563,-1.419,2073.134,5.8996
"Ben Williams","L","FB",92.866,6.176,12.296,2277.769,6.0364
"Roger Dorn","L","FB",87.672,-9.227,8.296,2392.471,6.6617
"Ben Williams","L","BRK",83.939,1.87,3.656,2428.083,5.5367
"Rigo Sanchez","L","BRK",86.09,1.357,13.954,2086.652,5.8268
"Terrence Mann","R","CH",83.34,5.147,1.781,1459.779,6.7357
"Mel Clark","R","FB",92.851,10.907,7.987,2521.787,6.6297
"Mickey Scales","R","FB",93.417,0.86,9.019,2334.325,6.3371
"Charlie Donovan","R","BRK",83.121,-0.868,-3.039,2390.574,5.4654
"Lou Brown","L","CH",85.683,-8.465,5.636,1965.788,5.9295
"Jack Bradfield","R","FB",95.828,-5.402,10.081,2208.198,6.0017
"Billy Chapel","L","FB",89.499,8.074,15.991,2352.798,5.575
"Ben Williams","L","CH",83.688,7.361,9.412,1847.677,5.7293
"Ken Strout","R","BRK",75.535,-6.833,-2.61,2650.809,5.7566
"Roger Dorn","L","FB",87.417,-11.736,9.668,2281.466,6.276
"Hank Murphy","R","BRK",86.106,0.677,3.49,2651.497,6.1794
"Rudy Bonilla","R","FB",89.262,-5.954,8.584,2105.125,6.4929
"Davis Birch","R","FB",84.453,-2.712,9.022,2441.108,5.8765
"Roger Dorn","L","FB",88.773,11.781,8.355,2372.783,6.3632
"Billy Chapel","L","CH",82.104,7.524,4.736,1632.202,5.6053
"Roger Dorn","L","FB",90.297,-10.182,6.568,2448.053,6.5657
"Charlie Donovan","R","FB",92.281,5.159,7.344,2038.456,5.767
"Lou Brown","L","FB",89.11,8.291,8.378,2181.827,6.3436
"Roger Dorn","L","BRK",77.489,-3.84,-7.17,2664.304,5.9843
"Jake Taylor","R","CH",86.836,8.968,3.599,2084.882,6.9716
"Ben Williams","L","FB",93.577,5.131,7.793,2171.155,6.1789
"Billy Chapel","L","FB",89.866,8.736,7.119,2301.304,5.3984
"Ben Williams","L","FB",93.877,4.948,9.736,2204.499,5.7117
"Charlie Donovan","R","FB",90.753,-4.881,11.467,2052.28,5.6202
"Gus Sinski","L","BRK",79.871,-0.001,-0.44,2349.921,5.7014
"Roger Bomman","R","FB",93.452,-8.5,7.827,2412.333,6.3357
"Larry Fisher","R","CH",83.532,2.156,7.378,1422.748,6.129
"Larry Fisher","R","FB",92.914,8.545,7.461,2003.431,6.8442
"Jack Bradfield","R","BRK",86.504,-2.434,3.575,2039.224,5.4779
"Hank Murphy","R","FB",93.51,2.7,7.571,2547.894,6.1786
"Pedro Cerrano","R","FB",90.384,-3.346,10.436,2379.131,6.5897
"Ben Williams","L","FB",94.544,6.872,8.696,2164.586,6.2023
"George Knox","L","CH",88.044,9.537,4.759,2083.049,6.2518
"Mel Clark","R","FB",95.681,10.792,5.874,2554.719,6.0848
"Larry Fisher","R","CH",82.438,8.307,3.21,1198.777,6.0124
"Roger Bomman","R","FB",91.304,-8.783,3.273,2257.038,6.6
"Billy Chapel","L","BRK",78.663,2.783,-2.631,2504.569,5.1762
"Billy Heywood","L","CH",78.76,3.641,6.812,937.08,5.5916
"Billy Chapel","L","BRK",79.695,4.37,0.948,2656.813,5.3223
"Lou Collins","L","BRK",76.852,-6.144,-9.788,2573.727,5.6011
"Ken Strout","R","FB",93.083,-3.324,11.972,2440.576,5.8822
"Lonnie Ritter","R","FB",91.14,9.341,8.864,2023.544,5.6436
"Jack Bradfield","R","BRK",86.97,0.192,0.83,2013.648,5.4032
"Gus Sinski","L","BRK",78.835,-4.532,-2.652,2345.072,5.0671
"Ken Strout","R","FB",91.5,-1.017,10.094,2490.473,6.2561
"Ben Williams","L","BRK",80.498,-4.32,-3.899,2462.314,5.4705
"Ken Strout","R","FB",90.521,3.953,8.973,2484.47,6.045
"Ken Strout","R","CH",87.745,8.934,5.879,2044.2,5.9481
"Bo Gentry","L","FB",90.118,8.512,8.424,1855.756,5.0627
"Jack Bradfield","R","FB",95.351,8.572,7.798,2300.617,5.8508
"Lonnie Ritter","R","BRK",83.058,-0.449,0.845,2323.11,5.7024
"Ken Strout","R","FB",91.877,5.317,7.956,2351.668,6.3161
"Charlie Donovan","R","FB",89.1,-6.203,8.122,2088.664,6.0399
"Roger Dorn","L","CH",79.346,10.861,4.985,1790.874,5.9313
"Larry Fisher","R","BRK",80.433,4.347,3.938,2012.219,5.7697
"Charlie Donovan","R","BRK",78.79,0.636,-2.723,2277.631,5.3053
"Lou Collins","L","CH",76.57,9.775,3.196,2338.635,6.1177
"Larry Fisher","R","CH",82.035,-4.281,3.592,1406.717,6.1587
"Mickey Hart","R","CH",83.382,5.528,7.151,1747.305,6.4676
"Jim Bowers","L","BRK",75.82,5.926,-4.018,2449.281,6.7283
"Larry Fisher","R","FB",90.121,2.786,8.195,2128.849,6.9893
"Mickey Scales","R","CH",83.594,8.706,2.142,2206.223,7.2411
"Pedro Cerrano","R","FB",88.985,-5.941,8.501,2326.334,6.638
"Ben Williams","L","CH",85.17,7.077,6.041,1880.53,5.7653
"Lou Brown","L","FB",89.495,-9.877,7.666,1991.708,5.985
